order_id,customer_id,order_date,order_amount,discount,order_status,customer_email
O000403,C00078,2026-06-28,4163.1,14.47,shipped,user190@example.com
,C00127,2026-06-26,629.64,33.3,PROCESSING,user18@example.com
O000405,C00042,2026-06-26,4871.55,40.91,pending,user38@example.com
O000406,C00197,2026-06-26,3184.87,47.76,pending,user196@example.com
O000407,C00004,2026-06-27,1364.58,34.9,shipped,user73@example.com
O000408,C00183,2026-06-28,2521.88,41.58,cancelled,user194@example.com
O000409,C00088,2026-06-29,2402.8,15.58,cancelled,noatsign.com
O000410,C00199,2026-06-28,1057.11,49.06,pending,noatsign.com
O000411,C00052,2026-06-27,225.97,283.26,cancelled,double@@at.com
O000412,C00149,2026-06-28,4277.14,39.04,pending,user136@example.com
O000413,C00173,2026-06-29,4621.92,46.02,cancelled,user47@example.com
O000414,C00011,2026-06-27,626.84,5.52,shipped,user127@example.com
O000415,C00122,2026-06-26,1137.11,20.36,pending,user95@example.com
O000416,C00051,2026-06-29,604.9,19.74,paid,user153@example.com
O000417,C00155,2026-06-25,2972.31,37.82,shipped,user125@example.com
O000418,C00007,2026-06-28,3145.57,6.73,pending,user98@example.com
O000419,C00139,2026-06-25,3840.18,39.64,delivered,user139@example.com
O000420,C00200,2026-06-26,2256.08,42.64,paid,user181@example.com
O000421,C00041,2026-06-25,3378.37,33.0,delivered,user101@example.com
O000422,C00150,2026-06-27,1609.21,1.41,shipped,user161@example.com
O000423,C00030,2026-06-28,1245.59,32.4,pending,user6@example.com
O000424,C00083,2026-06-26,1340.43,34.8,delivered,user126@example.com
O000425,C00138,2026-06-27,841.47,14.98,pending,plainname
O000426,C00089,2026-05-08,482.72,16.84,delivered,user167@example.com
O000427,C00161,2026-06-26,2017.48,31.25,paid,user48@example.com
O000428,C00094,2026-06-25,4046.58,42.64,pending,user62@example.com
O000429,C00154,2026-06-29,3173.3,42.3,paid,user62@example.com
O000430,C00067,2026-06-25,4956.55,21.1,shipped,user72@example.com
O000431,C00105,2026-06-29,286.08,44.83,pending,user172@example.com
O000432,C00135,2026-06-29,2859.16,25.01,cancelled,user24@example.com
O000433,C00071,2026-06-26,4031.15,37.2,pending,user66@example.com
O000434,C00184,2026-06-25,2124.67,34.14,paid,plainname
O000435,C00176,2026-05-03,1205.98,27.64,shipped,user61@example.com
O000436,C00162,2026-06-27,1511.43,46.82,paid,user197@example.com
O000437,C00179,2026-06-26,2360.75,20.65,pending,user17@example.com
O000438,C00161,2026-06-29,3812.26,32.07,unknown,user148@example.com
O000439,C00035,2026-06-28,4236.33,34.29,delivered,user176@example.com
O000440,C00166,2026-06-26,4383.19,47.24,pending,user59@example.com
O000441,C00967,2026-06-26,3093.84,30.02,paid,user112@example.com
O000442,C00111,2026-06-28,960.82,43.1,delivered,user154@example.com
O000443,C00176,2026-06-28,153.58,48.81,paid,double@@at.com
O000444,C00061,2026-06-26,3545.18,36.81,pending,user91@example.com
O000445,C00144,2026-06-29,36.75,25.23,shipped,user46@example.com
O000446,C00072,2026-06-27,3554.18,21.65,paid,user111@example.com
O000447,C00169,2026-06-27,2184.52,8.25,paid,user113@example.com
O000448,C00144,2026-06-26,2187.79,49.76,shipped,user127@example.com
O000449,C00002,2026-06-27,911.47,8.41,cancelled,user147@example.com
O000450,C00028,2026-05-24,139.55,34.07,cancelled,spaces in@addr.com
O000451,C00188,2026-06-25,3293.45,16.47,delivered,user146@example.com
O000452,C00103,2026-06-29,2740.31,30.11,paid,user54@example.com
O000453,C00171,2026-06-29,1499.75,40.06,cancelled,user95@example.com
O000454,C00132,2026-06-26,460.21,21.13,delivered,user119@example.com
O000455,C00033,2026-06-25,429.01,23.41,shipped,user77@example.com
O000456,C00091,2026-06-12,2571.94,25.53,cancelled,user21@example.com
O000457,C00116,2026-06-26,235.84,20.81,delivered,user68@example.com
O000458,C00123,2026-05-07,139493.99,33.67,pending,user104@example.com
O000459,C00914,2026-06-25,1810.04,33.69,shipped,user5@example.com
O000460,C00038,2026-06-28,2184.58,31.3,shipped,user6@example.com
O000461,C00003,2026-06-29,4300.38,29.26,delivered,user183@example.com
O000462,C00016,2026-06-27,194.72,19.98,delivered,user109@example.com
O000463,C00186,2026-06-29,2479.0,46.95,pending,user89@example.com
O000464,C00042,2026-06-26,664.48,14.67,shipped,user73@example.com
O000465,C00005,2026-06-26,513.51,20.8,paid,user67@example.com
O000466,C00088,2026-06-10,1695.3,5.7,delivered,plainname
O000467,C00157,2026-06-29,3534.96,46.33,pending,user27@example.com
O000468,C00094,2026-06-27,793.59,14.61,pending,user36@example.com
O000469,C00171,2026-05-15,1713.19,25.25,delivered,user193@example.com
O000470,C00966,2026-06-26,4491.35,47.59,pending,user18@example.com
O000471,C00108,2026-06-12,3304.28,32.07,cancelled,user175@example.com
O000472,C00160,2026-06-27,4502.04,30.52,paid,user167@example.com
O000473,C00139,2026-06-27,430.56,26.87,paid,user24@example.com
O000474,C00016,2026-05-11,2966.59,12.07,cancelled,user67@example.com
O000475,C00161,2026-06-27,2866.45,0.26,cancelled,user153@example.com
O000476,C00200,2026-06-28,3574.61,25.98,cancelled,user26@example.com
O000477,C00200,2026-06-28,2386.5,22.31,cancelled,user68@example.com
O000478,C00132,2026-06-26,4120.82,7.22,paid,user31@example.com
O000479,C00031,2026-06-29,3011.99,20.43,pending,user96@example.com
O000480,C00018,2026-06-29,4684.74,15.26,PROCESSING,user107@example.com
O000481,C00187,2026-06-25,672.72,6.93,delivered,user160@example.com
O000482,C00198,2026-06-26,3682.2,32.3,cancelled,user144@example.com
O000483,C00137,2026-06-29,4786.89,26.09,pending,user5@example.com
O000484,C00047,2026-06-29,4036.54,30.34,pending,user136@example.com
O000485,C00084,2026-06-28,921.52,38.42,paid,user183@example.com
O000486,C00127,2026-06-26,4708.47,44.98,cancelled,user130@example.com
O000487,C00064,2026-06-26,155407.97,31.68,cancelled,user167@example.com
O000488,C00109,not-a-date,3916.58,7.12,paid,user143@example.com
O000489,C00162,2026-06-28,12.71,46.68,delivered,user131@example.com
O000490,C00130,2026-05-01,623.66,6.98,delivered,user82@example.com
O000491,C00178,not-a-date,1237.18,49.15,cancelled,user1@example.com
,C00172,2026-06-25,4477.39,35.16,pending,user32@example.com
O000493,C00182,2026-06-29,174314.7,18.52,shipped,user24@example.com
O000494,C00164,2026-06-27,193.61,24.64,pending,user72@example.com
O000495,C00059,2026-06-25,2830.05,3.27,shipped,user187@example.com
O000496,C00083,2026-06-25,142712.02,34.03,pending,user105@example.com
O000497,C00021,2026-06-28,244.35,45.92,delivered,user7@example.com
O000498,C00007,2026-06-28,830.76,15.54,delivered,user161@example.com
O000499,C00196,2026-06-29,4109.95,25.98,cancelled,user115@example.com
O000500,C00017,2026-06-29,3915.4,3.1,cancelled,user15@example.com
